shirt,pants,shoes,style,shirt_subtype,pants_subtype,shoes_subtype,fit,temperature,occasion,outerwear,score
brown,black,navy,streetwear,tee,jeans,sneakers,relaxed,hot,date,jacket,-2
beige,white,grey,casual,tee,trousers,sandals,regular,mild,date,jacket,0
black,white,beige,old_money,tee,chinos,sandals,slim,cold,party,long_coat,0
grey,brown,black,formal,tee,shorts,loafers,regular,hot,university,none,0
white,grey,navy,old_money,tee,trousers,sandals,regular,mild,date,long_coat,2
navy,brown,white,streetwear,dress_shirt,trousers,boots,regular,mild,business,coat,0
black,white,beige,casual,oxford,shorts,loafers,regular,mild,business,coat,0
grey,brown,brown,old_money,tee,trousers,sandals,slim,cold,party,jacket,0
black,navy,beige,old_money,henley,trousers,boots,slim,mild,date,long_coat,2
black,brown,brown,streetwear,polo,chinos,sneakers,regular,hot,university,jacket,-2
white,brown,black,casual,polo,chinos,sneakers,slim,hot,date,none,0
beige,black,grey,casual,henley,shorts,sneakers,relaxed,mild,business,none,0
brown,grey,grey,formal,henley,jeans,loafers,oversized,hot,university,none,0
navy,black,beige,streetwear,polo,chinos,boots,oversized,hot,business,long_coat,-2
grey,brown,beige,formal,oxford,shorts,boots,relaxed,mild,party,long_coat,1
white,grey,white,streetwear,polo,chinos,sneakers,slim,cold,party,long_coat,0
white,brown,black,casual,dress_shirt,chinos,sandals,slim,mild,business,jacket,0
grey,navy,brown,formal,polo,chinos,sneakers,regular,cold,party,jacket,1
navy,black,brown,casual,tee,trousers,sneakers,regular,hot,date,jacket,-2
beige,navy,brown,minimal,dress_shirt,trousers,sneakers,relaxed,mild,party,long_coat,0
brown,black,white,old_money,henley,shorts,loafers,slim,hot,party,none,0
white,black,black,minimal,dress_shirt,trousers,sandals,slim,cold,business,jacket,-2
black,black,navy,formal,dress_shirt,shorts,boots,regular,mild,university,none,2
beige,white,black,old_money,polo,jeans,sandals,slim,mild,party,jacket,2
brown,navy,beige,casual,henley,jeans,boots,slim,mild,university,coat,0
beige,navy,navy,streetwear,polo,jeans,sandals,relaxed,cold,party,long_coat,-2
beige,white,navy,streetwear,dress_shirt,chinos,boots,oversized,cold,date,none,-2
black,brown,white,casual,polo,chinos,boots,relaxed,mild,university,coat,0
beige,beige,navy,old_money,polo,jeans,sneakers,regular,cold,date,jacket,3
navy,beige,grey,minimal,dress_shirt,chinos,sandals,regular,cold,business,none,-4
brown,white,brown,formal,tee,shorts,loafers,oversized,hot,university,jacket,-2
grey,brown,white,casual,polo,chinos,sandals,oversized,cold,university,long_coat,-2
grey,white,navy,minimal,oxford,chinos,loafers,slim,cold,university,jacket,0
navy,brown,black,casual,dress_shirt,trousers,sneakers,regular,mild,party,coat,0
white,grey,beige,formal,polo,chinos,sneakers,regular,mild,business,jacket,0
beige,grey,black,old_money,oxford,trousers,sandals,regular,hot,business,long_coat,0
navy,black,beige,streetwear,dress_shirt,trousers,sneakers,slim,hot,date,none,0
white,black,black,formal,tee,shorts,sandals,relaxed,mild,date,jacket,0
navy,brown,beige,minimal,oxford,trousers,sandals,slim,mild,party,none,0
white,black,white,formal,oxford,chinos,sneakers,relaxed,cold,party,none,-1
black,brown,brown,old_money,tee,chinos,loafers,regular,mild,date,jacket,2
grey,brown,black,old_money,oxford,shorts,boots,oversized,cold,university,none,0
brown,grey,brown,old_money,oxford,shorts,loafers,relaxed,cold,date,long_coat,2
white,beige,black,formal,henley,trousers,sneakers,relaxed,hot,date,long_coat,-2
beige,brown,grey,streetwear,polo,chinos,sandals,regular,cold,party,long_coat,-2
black,black,black,formal,tee,chinos,boots,slim,cold,business,none,-1
beige,navy,white,streetwear,dress_shirt,shorts,boots,slim,cold,business,coat,0
white,brown,beige,old_money,tee,chinos,loafers,regular,mild,university,long_coat,2
grey,grey,white,minimal,dress_shirt,trousers,sandals,relaxed,hot,university,coat,-1
grey,black,beige,streetwear,tee,trousers,sneakers,relaxed,hot,party,long_coat,-2
grey,brown,black,minimal,dress_shirt,trousers,loafers,oversized,hot,party,long_coat,-2
black,grey,white,casual,tee,chinos,loafers,oversized,hot,university,jacket,-2
brown,navy,black,minimal,tee,trousers,sandals,oversized,mild,university,jacket,0
black,brown,black,formal,polo,shorts,sneakers,regular,mild,university,coat,0
white,white,beige,casual,oxford,jeans,boots,relaxed,mild,business,long_coat,1
beige,navy,navy,casual,henley,jeans,sandals,oversized,hot,date,coat,-2
white,brown,grey,old_money,oxford,chinos,loafers,relaxed,mild,date,jacket,0
black,grey,navy,old_money,dress_shirt,jeans,boots,regular,mild,party,long_coat,2
navy,navy,grey,streetwear,oxford,shorts,sneakers,regular,cold,university,jacket,1
navy,grey,navy,casual,dress_shirt,shorts,boots,regular,hot,business,none,0
navy,black,grey,old_money,henley,jeans,sneakers,slim,hot,business,long_coat,-2
black,white,grey,minimal,henley,shorts,loafers,slim,mild,date,coat,0
black,grey,black,old_money,dress_shirt,jeans,loafers,regular,hot,party,jacket,0
navy,white,grey,formal,dress_shirt,jeans,sandals,slim,cold,university,jacket,-2
navy,grey,grey,formal,polo,chinos,boots,relaxed,hot,party,coat,-1
brown,navy,navy,minimal,dress_shirt,shorts,loafers,relaxed,hot,business,jacket,-2
grey,navy,white,old_money,polo,jeans,sandals,regular,hot,date,long_coat,-2
grey,grey,beige,formal,polo,trousers,boots,relaxed,mild,party,long_coat,2
white,beige,beige,old_money,henley,chinos,boots,relaxed,cold,university,coat,2
brown,beige,black,casual,oxford,shorts,loafers,regular,cold,date,coat,0
white,grey,beige,formal,oxford,trousers,sneakers,regular,cold,university,coat,0
grey,beige,navy,streetwear,tee,shorts,sneakers,regular,mild,party,long_coat,0
white,brown,beige,streetwear,henley,trousers,boots,regular,mild,party,long_coat,0
black,brown,grey,old_money,oxford,jeans,loafers,oversized,cold,date,none,-2
white,grey,navy,formal,tee,shorts,boots,relaxed,mild,university,jacket,1
navy,beige,grey,old_money,tee,chinos,sneakers,relaxed,cold,business,coat,0
white,black,white,casual,polo,shorts,sandals,slim,mild,date,jacket,0
grey,beige,beige,old_money,oxford,trousers,sandals,regular,hot,university,none,2
white,grey,white,old_money,henley,chinos,sandals,slim,cold,party,jacket,-2
white,grey,black,casual,tee,trousers,sneakers,oversized,hot,university,none,0
brown,white,grey,minimal,dress_shirt,jeans,boots,regular,hot,party,none,0
navy,white,beige,streetwear,polo,trousers,boots,relaxed,cold,date,none,-2
grey,beige,white,minimal,oxford,trousers,loafers,regular,hot,business,coat,-2
white,brown,beige,formal,henley,shorts,sandals,slim,mild,party,jacket,1
beige,navy,brown,old_money,oxford,chinos,sneakers,oversized,hot,university,long_coat,0
white,navy,white,casual,henley,trousers,sneakers,slim,cold,university,coat,0
grey,white,beige,formal,henley,trousers,sneakers,oversized,cold,party,long_coat,1
white,beige,white,casual,tee,trousers,sandals,slim,hot,business,coat,-3
white,white,black,minimal,dress_shirt,chinos,loafers,oversized,mild,date,jacket,1
navy,grey,beige,casual,tee,chinos,sneakers,slim,hot,date,none,0
white,beige,white,minimal,polo,trousers,sandals,oversized,cold,party,long_coat,-2
black,black,brown,old_money,polo,jeans,loafers,relaxed,cold,business,none,1
navy,black,grey,casual,henley,chinos,boots,relaxed,mild,university,long_coat,0
navy,white,white,minimal,dress_shirt,shorts,sneakers,regular,cold,university,none,-2
brown,grey,beige,formal,polo,trousers,sandals,regular,cold,date,jacket,-2
grey,white,black,casual,henley,jeans,sneakers,oversized,hot,party,jacket,-2
black,navy,black,streetwear,polo,shorts,sandals,relaxed,cold,party,jacket,-2
grey,white,beige,streetwear,tee,trousers,sandals,oversized,cold,party,none,-4
brown,black,beige,streetwear,dress_shirt,trousers,boots,regular,cold,date,coat,0
black,white,beige,casual,henley,shorts,loafers,slim,hot,date,none,0
grey,grey,navy,streetwear,henley,jeans,boots,regular,mild,university,none,1
navy,brown,black,minimal,tee,trousers,sandals,relaxed,mild,business,coat,0
black,navy,white,old_money,oxford,chinos,sneakers,relaxed,hot,business,coat,-2
black,black,navy,casual,dress_shirt,shorts,sneakers,slim,hot,party,long_coat,-1
black,white,brown,old_money,henley,trousers,loafers,regular,mild,party,jacket,2
white,beige,navy,formal,tee,shorts,boots,slim,mild,party,long_coat,2
black,grey,grey,streetwear,oxford,shorts,boots,oversized,mild,party,jacket,0
navy,white,navy,formal,oxford,trousers,loafers,relaxed,cold,business,long_coat,1
grey,black,brown,streetwear,oxford,chinos,sandals,relaxed,hot,party,long_coat,-2
grey,brown,navy,streetwear,polo,trousers,boots,relaxed,cold,date,coat,0
black,beige,navy,old_money,polo,jeans,sneakers,regular,mild,business,none,2
black,navy,beige,streetwear,henley,chinos,sandals,oversized,hot,party,none,0
black,white,grey,formal,polo,trousers,sandals,slim,hot,date,none,0
black,grey,navy,casual,polo,trousers,sandals,relaxed,mild,party,jacket,0
brown,white,brown,formal,henley,trousers,sneakers,regular,hot,date,coat,-2
beige,navy,black,casual,polo,jeans,sandals,regular,cold,university,none,-4
black,white,grey,formal,oxford,jeans,boots,relaxed,hot,date,coat,-2
black,beige,brown,casual,dress_shirt,shorts,boots,relaxed,hot,party,coat,-2
black,navy,navy,casual,henley,shorts,sandals,regular,mild,business,none,0
beige,white,beige,casual,henley,jeans,sandals,oversized,cold,business,long_coat,-2
brown,grey,brown,formal,dress_shirt,chinos,sneakers,relaxed,cold,date,long_coat,0
navy,black,brown,minimal,dress_shirt,jeans,sneakers,slim,hot,date,none,0
black,brown,beige,formal,henley,trousers,boots,regular,hot,party,long_coat,-1
grey,navy,brown,streetwear,polo,chinos,sandals,regular,hot,university,none,0
grey,beige,white,old_money,tee,jeans,sandals,regular,cold,date,long_coat,-2
navy,navy,grey,old_money,dress_shirt,trousers,boots,slim,hot,business,none,1
white,beige,black,formal,tee,shorts,sandals,slim,cold,university,long_coat,-2
white,white,black,minimal,polo,jeans,sneakers,relaxed,hot,university,none,1
black,navy,white,streetwear,polo,trousers,boots,slim,mild,party,long_coat,0
beige,navy,navy,casual,henley,shorts,boots,slim,hot,date,none,0
black,navy,grey,formal,dress_shirt,jeans,boots,relaxed,hot,date,long_coat,-2
brown,brown,beige,casual,henley,jeans,boots,relaxed,hot,date,jacket,-1
beige,black,beige,streetwear,dress_shirt,jeans,sneakers,regular,cold,date,none,-2
grey,grey,brown,casual,dress_shirt,shorts,sneakers,oversized,mild,business,long_coat,1
navy,white,white,old_money,henley,jeans,loafers,slim,mild,party,jacket,0
brown,black,grey,casual,dress_shirt,jeans,sneakers,relaxed,cold,business,coat,0
black,beige,navy,formal,dress_shirt,jeans,loafers,oversized,hot,business,none,1
grey,grey,white,old_money,oxford,shorts,sandals,regular,hot,party,coat,-1
navy,grey,beige,formal,polo,chinos,sneakers,slim,cold,business,none,-2
grey,brown,black,minimal,polo,jeans,sneakers,slim,mild,date,none,0
grey,beige,brown,old_money,henley,chinos,sneakers,relaxed,cold,business,long_coat,2
white,grey,black,streetwear,tee,trousers,boots,oversized,cold,university,coat,0
beige,white,beige,old_money,dress_shirt,shorts,loafers,oversized,cold,university,coat,2
navy,black,beige,casual,oxford,chinos,sandals,slim,cold,business,jacket,-2
black,grey,grey,old_money,dress_shirt,jeans,loafers,relaxed,hot,date,long_coat,-2
brown,brown,black,old_money,polo,shorts,loafers,regular,cold,party,long_coat,3
white,beige,beige,formal,tee,shorts,boots,regular,hot,date,long_coat,-2
beige,beige,brown,minimal,polo,shorts,sandals,regular,mild,university,coat,1
navy,grey,black,old_money,dress_shirt,chinos,sandals,oversized,cold,party,long_coat,0
white,brown,navy,streetwear,henley,jeans,sandals,slim,hot,date,jacket,-2
brown,brown,navy,casual,dress_shirt,shorts,sneakers,slim,mild,university,none,1
navy,black,navy,minimal,dress_shirt,jeans,sneakers,relaxed,cold,date,none,-2
beige,beige,navy,old_money,oxford,trousers,loafers,regular,hot,party,jacket,1
grey,beige,black,casual,oxford,shorts,boots,oversized,mild,university,none,0
black,grey,black,formal,oxford,trousers,sandals,regular,cold,date,none,-4
beige,grey,black,old_money,henley,jeans,loafers,regular,mild,date,coat,2
grey,navy,navy,streetwear,polo,chinos,sneakers,oversized,hot,date,jacket,-2
white,grey,black,casual,dress_shirt,shorts,boots,regular,cold,party,jacket,0
beige,grey,black,streetwear,polo,shorts,boots,slim,mild,party,jacket,0
navy,brown,navy,streetwear,henley,chinos,sandals,regular,mild,party,long_coat,0
brown,white,beige,minimal,polo,jeans,boots,regular,mild,date,none,0
navy,black,white,casual,oxford,chinos,loafers,regular,cold,university,none,-2
black,navy,brown,streetwear,dress_shirt,trousers,sandals,regular,mild,university,none,0
grey,brown,brown,minimal,tee,shorts,loafers,relaxed,cold,business,none,-2
white,navy,brown,streetwear,oxford,jeans,loafers,oversized,mild,university,jacket,0
white,black,brown,formal,oxford,chinos,sneakers,slim,mild,business,jacket,0
black,grey,white,minimal,tee,trousers,loafers,oversized,cold,party,coat,0
grey,white,white,casual,henley,shorts,boots,regular,hot,business,jacket,-2
brown,beige,navy,formal,polo,jeans,sneakers,regular,hot,business,coat,-1
navy,beige,white,streetwear,tee,shorts,boots,oversized,mild,party,long_coat,0
navy,black,beige,streetwear,polo,chinos,sneakers,slim,hot,business,jacket,-2
black,black,white,formal,oxford,shorts,sandals,oversized,mild,date,coat,1
grey,grey,grey,minimal,oxford,jeans,boots,oversized,mild,date,coat,1
white,grey,navy,streetwear,tee,jeans,boots,slim,hot,party,coat,-2
white,beige,brown,minimal,oxford,trousers,loafers,relaxed,hot,business,jacket,-2
grey,white,white,casual,oxford,jeans,sneakers,relaxed,mild,business,long_coat,0
beige,beige,navy,streetwear,dress_shirt,trousers,boots,slim,hot,party,long_coat,-1
black,white,grey,old_money,tee,trousers,loafers,slim,hot,party,jacket,-2
beige,grey,beige,casual,tee,trousers,boots,relaxed,hot,business,coat,-3
navy,white,black,formal,oxford,jeans,loafers,relaxed,hot,party,long_coat,-1
brown,white,brown,formal,dress_shirt,chinos,loafers,oversized,mild,university,none,0
grey,grey,brown,minimal,polo,shorts,boots,relaxed,hot,party,none,1
brown,black,beige,streetwear,oxford,trousers,loafers,relaxed,hot,university,jacket,-2
navy,navy,brown,minimal,tee,shorts,loafers,regular,cold,business,long_coat,1
grey,navy,brown,casual,henley,trousers,boots,regular,cold,party,none,-2
navy,white,black,formal,henley,jeans,sandals,slim,mild,date,coat,0
black,black,beige,casual,polo,chinos,boots,regular,hot,university,long_coat,-1
beige,white,beige,formal,oxford,jeans,sneakers,regular,cold,party,coat,1
beige,beige,grey,streetwear,tee,shorts,sneakers,regular,cold,university,coat,1
navy,grey,black,streetwear,oxford,chinos,sandals,relaxed,cold,date,coat,-2
grey,white,white,minimal,oxford,trousers,loafers,oversized,mild,business,jacket,0
beige,beige,grey,formal,henley,chinos,sneakers,regular,hot,date,long_coat,-1
brown,white,white,streetwear,dress_shirt,trousers,loafers,oversized,mild,party,none,0
brown,grey,white,minimal,tee,chinos,loafers,relaxed,mild,date,none,0
white,beige,brown,streetwear,tee,shorts,sandals,regular,mild,party,none,0
black,brown,beige,streetwear,henley,chinos,sneakers,slim,mild,party,none,0
black,white,black,minimal,henley,trousers,sandals,relaxed,cold,business,jacket,-2
white,beige,black,streetwear,polo,jeans,sandals,slim,cold,university,jacket,-2
brown,brown,beige,streetwear,oxford,trousers,loafers,slim,hot,university,none,1
beige,navy,navy,old_money,oxford,chinos,sneakers,oversized,cold,party,none,0
white,black,navy,streetwear,dress_shirt,trousers,sandals,regular,cold,university,long_coat,-2
navy,black,brown,streetwear,oxford,trousers,sneakers,slim,mild,party,none,0
navy,grey,brown,casual,oxford,shorts,loafers,relaxed,cold,business,coat,0
navy,navy,black,streetwear,oxford,jeans,loafers,oversized,mild,party,jacket,1
beige,brown,grey,old_money,polo,chinos,boots,regular,cold,university,none,-2
beige,white,brown,old_money,polo,trousers,loafers,regular,hot,date,jacket,0
beige,white,navy,old_money,dress_shirt,jeans,boots,oversized,mild,business,coat,2
beige,beige,white,minimal,tee,chinos,boots,slim,cold,date,coat,1
black,brown,brown,minimal,oxford,chinos,sneakers,oversized,cold,date,coat,0
white,beige,navy,casual,henley,jeans,sandals,regular,mild,business,long_coat,0
navy,grey,grey,minimal,tee,jeans,sandals,relaxed,mild,business,none,0
grey,white,black,minimal,henley,jeans,boots,oversized,cold,date,none,-2
white,grey,navy,formal,dress_shirt,trousers,sandals,oversized,cold,party,long_coat,0
white,navy,brown,streetwear,oxford,shorts,boots,slim,mild,date,coat,0
grey,brown,black,casual,dress_shirt,chinos,boots,oversized,mild,university,coat,0
brown,black,brown,minimal,dress_shirt,shorts,sandals,regular,cold,party,long_coat,-2
black,white,navy,casual,tee,trousers,boots,oversized,hot,business,none,-1
brown,grey,beige,old_money,dress_shirt,trousers,sandals,regular,mild,party,none,2
grey,white,beige,streetwear,henley,chinos,boots,relaxed,cold,date,jacket,0
navy,brown,black,casual,tee,chinos,loafers,oversized,mild,date,coat,0
grey,beige,brown,casual,dress_shirt,shorts,loafers,relaxed,hot,party,jacket,-2
white,black,brown,streetwear,henley,trousers,boots,oversized,cold,business,long_coat,0
black,beige,white,formal,dress_shirt,jeans,boots,slim,cold,business,long_coat,0
brown,beige,black,formal,polo,shorts,sneakers,relaxed,cold,university,jacket,0
brown,navy,beige,old_money,polo,shorts,loafers,slim,cold,business,none,0
grey,white,beige,formal,polo,chinos,loafers,relaxed,cold,university,jacket,0
white,grey,brown,casual,henley,trousers,loafers,regular,hot,business,long_coat,-2
navy,beige,beige,minimal,henley,shorts,boots,regular,cold,business,none,-2
white,brown,white,streetwear,oxford,jeans,sneakers,regular,mild,party,long_coat,0
white,beige,grey,formal,polo,shorts,boots,relaxed,mild,date,none,0
black,beige,grey,minimal,tee,trousers,sandals,slim,cold,university,long_coat,-2
brown,brown,beige,formal,oxford,jeans,loafers,oversized,cold,party,jacket,2
grey,grey,brown,formal,tee,trousers,sneakers,slim,mild,university,none,1
beige,brown,beige,streetwear,polo,chinos,boots,slim,mild,university,coat,0
beige,white,brown,streetwear,dress_shirt,chinos,loafers,regular,mild,date,coat,0
beige,brown,beige,formal,henley,trousers,sneakers,regular,cold,party,jacket,1
white,grey,black,casual,oxford,shorts,boots,regular,hot,business,long_coat,-2
black,black,navy,casual,oxford,shorts,sneakers,oversized,hot,party,jacket,-1
navy,beige,grey,formal,polo,jeans,boots,regular,mild,date,none,0
beige,beige,black,formal,dress_shirt,shorts,boots,oversized,mild,university,long_coat,1
black,beige,beige,old_money,oxford,shorts,boots,regular,hot,university,long_coat,0
beige,brown,brown,formal,tee,shorts,boots,relaxed,mild,party,coat,1
grey,beige,white,streetwear,tee,shorts,loafers,oversized,mild,date,coat,0
beige,beige,brown,old_money,henley,trousers,boots,oversized,cold,university,long_coat,3
grey,white,brown,old_money,oxford,trousers,loafers,regular,hot,date,long_coat,0
grey,beige,white,casual,polo,jeans,sandals,relaxed,cold,business,coat,-2
beige,black,navy,streetwear,henley,shorts,loafers,oversized,cold,university,none,-2
navy,black,beige,minimal,dress_shirt,trousers,sandals,regular,mild,business,long_coat,0
black,beige,white,minimal,tee,trousers,boots,slim,mild,date,long_coat,0
beige,black,beige,casual,oxford,jeans,boots,oversized,hot,business,coat,-2
navy,brown,white,minimal,tee,trousers,sneakers,slim,cold,party,none,-2
white,navy,black,streetwear,dress_shirt,chinos,sandals,regular,hot,date,long_coat,-2
beige,brown,navy,casual,dress_shirt,jeans,sneakers,relaxed,hot,date,jacket,-2
navy,navy,white,old_money,dress_shirt,chinos,loafers,relaxed,hot,date,long_coat,-1
brown,navy,brown,streetwear,oxford,chinos,sandals,regular,mild,party,none,0
beige,beige,grey,streetwear,dress_shirt,chinos,sneakers,slim,hot,business,long_coat,-1
black,grey,beige,minimal,henley,shorts,boots,regular,mild,university,long_coat,0
grey,brown,brown,minimal,oxford,chinos,loafers,slim,mild,date,none,0
grey,grey,beige,casual,dress_shirt,chinos,sandals,relaxed,cold,business,long_coat,-1
beige,white,grey,streetwear,dress_shirt,trousers,sneakers,relaxed,cold,university,coat,0
white,black,beige,streetwear,oxford,chinos,boots,regular,cold,business,jacket,0
navy,white,navy,old_money,henley,trousers,boots,oversized,cold,party,long_coat,2
navy,brown,navy,old_money,polo,trousers,sneakers,slim,hot,party,long_coat,0
grey,beige,beige,formal,tee,trousers,sneakers,slim,mild,business,long_coat,0
beige,brown,beige,formal,polo,trousers,sneakers,oversized,hot,business,coat,-2
brown,grey,beige,streetwear,tee,shorts,sneakers,slim,cold,party,jacket,0
brown,beige,grey,formal,tee,shorts,sneakers,regular,cold,date,coat,0
brown,black,black,old_money,oxford,jeans,sneakers,regular,hot,date,none,2
grey,grey,white,minimal,dress_shirt,jeans,boots,oversized,cold,university,none,-1
grey,grey,white,minimal,henley,trousers,loafers,slim,hot,date,none,1
brown,beige,black,minimal,tee,shorts,sneakers,oversized,cold,party,coat,0
beige,brown,navy,minimal,polo,trousers,loafers,slim,cold,date,jacket,0
grey,navy,grey,streetwear,polo,chinos,loafers,relaxed,hot,university,jacket,-2
navy,beige,black,old_money,oxford,chinos,loafers,regular,mild,business,long_coat,2
black,navy,beige,formal,henley,jeans,loafers,oversized,mild,date,none,0
brown,beige,white,old_money,oxford,shorts,boots,slim,mild,business,none,0
grey,white,beige,casual,polo,chinos,boots,slim,mild,business,long_coat,0
grey,brown,grey,formal,polo,trousers,sandals,slim,cold,university,coat,-2
grey,black,grey,minimal,dress_shirt,shorts,boots,slim,mild,party,jacket,0
beige,beige,grey,old_money,polo,trousers,sandals,relaxed,mild,business,long_coat,1
beige,brown,navy,casual,polo,jeans,boots,oversized,cold,business,coat,0
white,beige,navy,casual,tee,trousers,boots,oversized,cold,date,none,-2
black,beige,beige,casual,oxford,shorts,boots,regular,mild,university,coat,0
brown,beige,white,streetwear,henley,jeans,boots,oversized,hot,party,jacket,-2
beige,grey,beige,streetwear,oxford,shorts,loafers,oversized,cold,university,long_coat,0
grey,white,black,streetwear,tee,shorts,sneakers,oversized,hot,party,coat,-2
grey,white,beige,old_money,polo,jeans,sandals,slim,cold,university,long_coat,0
beige,grey,beige,old_money,dress_shirt,shorts,sneakers,oversized,cold,party,jacket,2
navy,black,white,casual,oxford,chinos,sneakers,relaxed,mild,business,coat,0
beige,black,grey,casual,polo,shorts,loafers,relaxed,hot,university,long_coat,-2
grey,white,white,formal,polo,shorts,sneakers,oversized,mild,date,long_coat,0
beige,white,grey,minimal,oxford,shorts,sandals,slim,hot,university,none,0
brown,black,grey,old_money,henley,trousers,sandals,oversized,hot,party,none,0
beige,grey,beige,casual,polo,trousers,sneakers,regular,hot,university,none,0
grey,brown,navy,casual,oxford,jeans,boots,relaxed,mild,party,coat,0
grey,beige,black,formal,tee,shorts,sneakers,oversized,cold,business,jacket,0
black,navy,beige,streetwear,oxford,trousers,sandals,oversized,mild,university,long_coat,0
grey,navy,grey,minimal,polo,jeans,sandals,regular,mild,party,none,0
black,beige,black,old_money,tee,trousers,loafers,relaxed,hot,business,coat,0
brown,beige,navy,minimal,dress_shirt,chinos,boots,oversized,mild,party,none,0
white,white,grey,formal,oxford,chinos,sneakers,oversized,mild,date,jacket,1
beige,white,black,minimal,tee,jeans,loafers,oversized,mild,university,coat,0
grey,beige,black,casual,henley,chinos,loafers,relaxed,mild,university,coat,0
navy,beige,brown,minimal,henley,jeans,boots,slim,mild,business,none,0
black,brown,brown,formal,henley,shorts,boots,relaxed,hot,party,long_coat,-1
navy,navy,beige,minimal,dress_shirt,trousers,boots,regular,hot,university,long_coat,-1
black,beige,beige,old_money,henley,jeans,loafers,slim,cold,university,coat,2
brown,brown,grey,formal,tee,chinos,sandals,relaxed,hot,date,jacket,-1
navy,navy,white,old_money,polo,shorts,loafers,regular,cold,date,long_coat,1
white,beige,navy,old_money,dress_shirt,shorts,sandals,regular,hot,university,none,2
white,beige,black,casual,tee,chinos,sneakers,slim,cold,business,none,-3
brown,navy,white,formal,oxford,chinos,loafers,regular,mild,party,jacket,1
beige,navy,grey,casual,oxford,trousers,loafers,relaxed,hot,business,jacket,-2
grey,beige,navy,casual,dress_shirt,trousers,boots,regular,cold,date,long_coat,0
grey,brown,grey,minimal,dress_shirt,trousers,loafers,slim,cold,date,coat,0
brown,black,brown,minimal,henley,trousers,loafers,slim,mild,university,jacket,0
brown,black,black,old_money,oxford,shorts,sneakers,oversized,mild,university,coat,2
white,white,beige,old_money,polo,shorts,boots,regular,hot,date,none,3
navy,black,brown,streetwear,oxford,shorts,loafers,oversized,hot,date,jacket,-2
navy,grey,beige,old_money,dress_shirt,shorts,loafers,regular,mild,date,coat,2
brown,navy,black,casual,oxford,shorts,sneakers,relaxed,mild,university,none,0
white,brown,brown,casual,tee,trousers,loafers,relaxed,cold,party,long_coat,0
brown,beige,navy,streetwear,dress_shirt,chinos,loafers,oversized,cold,university,none,-2
black,navy,white,streetwear,dress_shirt,jeans,sneakers,relaxed,mild,party,none,0
navy,black,grey,old_money,oxford,jeans,sneakers,relaxed,cold,business,jacket,0
grey,brown,grey,formal,oxford,shorts,sandals,relaxed,cold,business,long_coat,-2
grey,beige,white,formal,polo,trousers,sneakers,slim,mild,date,jacket,0
black,beige,brown,streetwear,henley,jeans,sneakers,regular,cold,date,jacket,0
brown,brown,grey,old_money,tee,shorts,boots,relaxed,hot,university,long_coat,-1
grey,grey,black,old_money,tee,trousers,sandals,slim,cold,university,jacket,1
brown,brown,black,minimal,dress_shirt,chinos,sandals,regular,mild,business,long_coat,1
navy,brown,beige,casual,dress_shirt,shorts,loafers,regular,cold,university,none,-2
white,brown,brown,streetwear,polo,shorts,sandals,relaxed,cold,party,coat,-2
white,black,grey,casual,oxford,chinos,sandals,slim,mild,university,jacket,0
beige,white,brown,streetwear,henley,trousers,sandals,oversized,mild,date,long_coat,0
black,white,brown,formal,henley,chinos,loafers,slim,hot,university,jacket,-2
beige,beige,brown,old_money,dress_shirt,trousers,boots,regular,cold,business,jacket,3
grey,beige,grey,casual,dress_shirt,jeans,sandals,slim,cold,party,jacket,-2
brown,beige,navy,streetwear,henley,chinos,sneakers,regular,cold,party,none,-2
white,brown,grey,old_money,dress_shirt,trousers,loafers,slim,hot,business,long_coat,-2
grey,brown,grey,minimal,oxford,shorts,loafers,slim,hot,party,long_coat,-2
black,grey,navy,formal,tee,shorts,sandals,oversized,mild,party,long_coat,2
brown,navy,grey,formal,oxford,trousers,loafers,regular,mild,party,coat,1
navy,brown,brown,streetwear,dress_shirt,chinos,loafers,regular,cold,date,coat,0
grey,black,navy,formal,polo,shorts,boots,relaxed,cold,date,none,-1
brown,beige,brown,old_money,dress_shirt,trousers,sneakers,regular,cold,party,coat,2
black,black,black,minimal,oxford,trousers,sneakers,relaxed,hot,university,none,1
black,navy,navy,streetwear,oxford,trousers,loafers,regular,cold,party,none,-2
white,grey,black,streetwear,polo,chinos,sneakers,slim,mild,date,long_coat,0
grey,beige,brown,formal,tee,shorts,loafers,relaxed,cold,business,none,-2
navy,navy,grey,streetwear,polo,jeans,sneakers,regular,mild,party,long_coat,1
black,black,beige,streetwear,dress_shirt,trousers,sandals,regular,mild,university,none,1
white,beige,navy,formal,polo,jeans,boots,relaxed,hot,university,long_coat,-1
grey,beige,beige,streetwear,dress_shirt,chinos,boots,regular,hot,university,jacket,-2
navy,white,brown,minimal,oxford,shorts,boots,slim,cold,date,coat,0
grey,black,black,formal,oxford,jeans,boots,regular,cold,business,long_coat,0
grey,white,white,minimal,henley,chinos,loafers,regular,cold,business,coat,0
white,navy,black,formal,dress_shirt,shorts,sandals,slim,hot,date,jacket,-2
black,white,black,streetwear,dress_shirt,chinos,boots,slim,cold,business,jacket,0
brown,navy,grey,formal,dress_shirt,trousers,boots,oversized,cold,date,long_coat,0
brown,white,grey,minimal,dress_shirt,chinos,boots,relaxed,cold,university,coat,0
grey,black,white,casual,dress_shirt,shorts,loafers,slim,hot,business,none,0
