shirt,pants,shoes,style,shirt_subtype,pants_subtype,shoes_subtype,fit,temperature,occasion,outerwear,score
olive,silver,cream,athleisure,polo,cargos,slides,oversized,mild,gym,overcoat,0.5
burgundy,cream,yellow,vintage,long_sleeve,jeans,sneakers,regular,warm,lounge,bomber,0.5
yellow,silver,burgundy,smart_casual,tee,jeans,derbies,cropped,hot,date,suit_jacket,0.25
green,gold,brown,formal,long_sleeve,shorts,chunky_sneakers,relaxed,cold,lounge,none,0.0
charcoal,charcoal,black,athleisure,sweatshirt,track_pants,sandals,oversized,cold,travel,overcoat,0.5
silver,red,cream,vintage,hoodie,track_pants,running_shoes,regular,warm,travel,denim_jacket,0.5
green,navy,charcoal,athleisure,turtleneck,carpenter_pants,sandals,cropped,hot,party,none,0.5
red,blue,yellow,vintage,sweater,pleated_trousers,slides,slim,hot,club,blazer,0.25
cream,gold,silver,old_money,oxford,cargos,sandals,cropped,mild,party,peacoat,0.25
olive,navy,white,formal,sweatshirt,joggers,chelsea_boots,slim,cold,party,suit_jacket,0.0
yellow,cream,burgundy,minimal,flannel,chinos,chunky_sneakers,slim,warm,travel,leather_jacket,0.5
charcoal,white,green,streetwear,henley,track_pants,running_shoes,oversized,mild,party,bomber,0.5
gold,green,silver,minimal,dress_shirt,track_pants,slides,cropped,cold,date,overcoat,0.5
cream,green,gold,formal,hoodie,chinos,slides,slim,freezing,party,blazer,0.0
navy,grey,gold,casual,long_sleeve,track_pants,derbies,regular,freezing,club,parka,0.65
brown,red,burgundy,casual,cardigan,track_pants,chelsea_boots,oversized,mild,lounge,none,0.5
olive,white,gold,old_money,overshirt,joggers,running_shoes,skinny,cold,lounge,gilet,0.5
charcoal,white,white,vintage,polo,carpenter_pants,sneakers,cropped,hot,club,suit_jacket,0.25
burgundy,yellow,brown,old_money,henley,swim_shorts,running_shoes,slim,hot,date,parka,0.25
red,red,yellow,streetwear,henley,cargos,chunky_sneakers,skinny,cold,date,denim_jacket,0.5
olive,charcoal,navy,vintage,cardigan,sweatpants,running_shoes,regular,hot,club,puffer,0.1
charcoal,yellow,grey,casual,cardigan,shorts,chunky_sneakers,regular,hot,party,suit_jacket,0.25
grey,grey,silver,smart_casual,graphic_tee,cargos,loafers,slim,hot,gym,puffer,0.0
olive,grey,brown,athleisure,tee,joggers,running_shoes,oversized,warm,gym,trench,0.5
olive,brown,blue,vintage,sweater,carpenter_pants,derbies,skinny,freezing,party,varsity_jacket,0.5
gold,beige,blue,gorpcore,long_sleeve,shorts,slides,oversized,hot,business,blazer,0.0
green,black,red,streetwear,sweater,trousers,derbies,relaxed,cold,gym,blazer,0.0
navy,navy,black,streetwear,hoodie,pleated_trousers,slides,oversized,cold,gym,puffer,0.5
cream,green,beige,formal,turtleneck,swim_shorts,chelsea_boots,cropped,freezing,university,leather_jacket,0.0
navy,silver,silver,minimal,turtleneck,joggers,boots,oversized,freezing,business,peacoat,0.0
silver,grey,grey,casual,tee,sweatpants,chelsea_boots,regular,hot,university,gilet,0.35
red,white,silver,streetwear,dress_shirt,swim_shorts,derbies,skinny,freezing,travel,peacoat,0.0
yellow,yellow,navy,vintage,sweatshirt,joggers,slides,regular,cold,business,varsity_jacket,0.0
gold,olive,charcoal,vintage,polo,chinos,running_shoes,oversized,warm,university,windbreaker,0.5
olive,silver,blue,smart_casual,tee,chinos,sneakers,relaxed,cold,university,leather_jacket,0.5
blue,green,grey,gorpcore,flannel,carpenter_pants,derbies,slim,mild,business,denim_jacket,0.6
yellow,burgundy,cream,minimal,flannel,sweatpants,loafers,regular,cold,party,varsity_jacket,0.5
gold,brown,navy,athleisure,polo,sweatpants,running_shoes,slim,cold,party,overcoat,0.5
beige,navy,charcoal,streetwear,sweatshirt,shorts,running_shoes,skinny,freezing,university,none,0.0
white,brown,yellow,vintage,graphic_tee,shorts,derbies,regular,freezing,lounge,bomber,0.0
black,beige,white,smart_casual,sweater,jeans,chelsea_boots,relaxed,mild,gym,windbreaker,0.0
silver,grey,silver,old_money,oxford,pleated_trousers,derbies,relaxed,warm,club,peacoat,0.55
black,burgundy,cream,vintage,turtleneck,pleated_trousers,chelsea_boots,cropped,cold,business,blazer,0.5
yellow,beige,black,athleisure,long_sleeve,shorts,slides,skinny,mild,gym,leather_jacket,0.4
olive,white,yellow,smart_casual,oxford,sweatpants,sandals,skinny,cold,gym,overcoat,0.25
beige,gold,green,old_money,hoodie,chinos,chunky_sneakers,cropped,cold,party,blazer,0.25
yellow,green,white,athleisure,dress_shirt,track_pants,chelsea_boots,regular,freezing,party,suit_jacket,0.5
red,gold,cream,minimal,overshirt,trousers,loafers,cropped,cold,travel,bomber,0.5
navy,yellow,green,smart_casual,tee,sweatpants,sandals,regular,warm,travel,blazer,0.5
grey,gold,charcoal,old_money,henley,swim_shorts,slides,oversized,mild,travel,bomber,0.5
grey,cream,burgundy,minimal,sweater,carpenter_pants,sandals,skinny,mild,travel,overcoat,0.5
grey,beige,cream,formal,long_sleeve,swim_shorts,slides,cropped,hot,university,blazer,0.0
navy,burgundy,cream,casual,polo,chinos,chelsea_boots,relaxed,freezing,date,denim_jacket,0.5
grey,olive,red,formal,cardigan,joggers,chelsea_boots,relaxed,hot,lounge,denim_jacket,0.0
silver,cream,silver,casual,dress_shirt,trousers,sandals,cropped,freezing,lounge,peacoat,0.55
cream,yellow,red,gorpcore,dress_shirt,cargos,chunky_sneakers,oversized,freezing,university,blazer,0.39999999999999997
blue,yellow,red,gorpcore,tee,pleated_trousers,boots,relaxed,cold,travel,bomber,0.5
beige,navy,white,gorpcore,hoodie,trousers,boots,slim,cold,university,blazer,0.5
black,navy,blue,vintage,overshirt,carpenter_pants,slides,regular,cold,gym,puffer,0.25
navy,grey,black,streetwear,henley,swim_shorts,chunky_sneakers,oversized,mild,lounge,trench,0.5
grey,olive,cream,athleisure,long_sleeve,swim_shorts,loafers,slim,freezing,university,gilet,0.0
navy,navy,navy,athleisure,tee,track_pants,sneakers,regular,hot,party,windbreaker,0.275
yellow,silver,black,athleisure,henley,trousers,boots,regular,cold,lounge,peacoat,0.35
brown,yellow,white,smart_casual,sweatshirt,chinos,boots,skinny,cold,party,varsity_jacket,0.5
blue,olive,charcoal,smart_casual,hoodie,chinos,slides,skinny,mild,club,parka,0.5
blue,gold,navy,casual,overshirt,cargos,boots,oversized,warm,date,peacoat,0.5
grey,burgundy,gold,streetwear,cardigan,trousers,derbies,cropped,warm,business,gilet,0.5
gold,burgundy,silver,athleisure,turtleneck,cargos,chelsea_boots,cropped,mild,travel,windbreaker,0.5
silver,black,burgundy,minimal,sweater,track_pants,boots,regular,warm,gym,windbreaker,0.0
blue,silver,blue,old_money,graphic_tee,chinos,boots,cropped,warm,lounge,gilet,0.165
yellow,cream,silver,vintage,tee,trousers,derbies,slim,hot,lounge,parka,0.25
yellow,green,gold,gorpcore,turtleneck,trousers,chunky_sneakers,relaxed,cold,gym,puffer,0.1
burgundy,navy,black,minimal,oxford,track_pants,sneakers,regular,mild,party,suit_jacket,0.5
red,charcoal,gold,formal,hoodie,shorts,chelsea_boots,cropped,cold,date,none,0.0
grey,red,brown,casual,turtleneck,jeans,running_shoes,skinny,hot,travel,bomber,0.25
gold,grey,silver,minimal,dress_shirt,track_pants,boots,skinny,cold,gym,parka,0.0
gold,charcoal,white,casual,overshirt,swim_shorts,sandals,relaxed,mild,business,trench,0.0
brown,cream,brown,streetwear,cardigan,swim_shorts,slides,skinny,hot,club,trench,0.275
cream,olive,white,minimal,oxford,cargos,loafers,cropped,warm,club,blazer,0.5
green,yellow,yellow,minimal,sweater,sweatpants,running_shoes,oversized,hot,business,blazer,0.0
burgundy,green,white,casual,dress_shirt,carpenter_pants,sandals,skinny,hot,party,trench,0.25
burgundy,silver,navy,old_money,flannel,pleated_trousers,loafers,cropped,hot,lounge,trench,0.25
green,black,brown,casual,overshirt,trousers,sandals,oversized,freezing,travel,overcoat,0.26
white,burgundy,cream,casual,graphic_tee,jeans,chunky_sneakers,cropped,freezing,university,none,0.2
burgundy,black,navy,old_money,long_sleeve,track_pants,sneakers,slim,cold,business,puffer,0.5
grey,red,beige,smart_casual,dress_shirt,trousers,slides,relaxed,cold,lounge,overcoat,0.5
green,cream,olive,streetwear,graphic_tee,sweatpants,boots,relaxed,freezing,club,none,0.2
grey,red,grey,athleisure,hoodie,carpenter_pants,chelsea_boots,skinny,warm,party,overcoat,0.44000000000000006
gold,yellow,yellow,vintage,overshirt,joggers,derbies,slim,freezing,university,parka,0.65
burgundy,olive,silver,gorpcore,long_sleeve,jeans,loafers,skinny,freezing,date,overcoat,0.45
brown,black,beige,old_money,graphic_tee,shorts,running_shoes,oversized,hot,university,parka,0.0
yellow,cream,grey,minimal,tee,trousers,running_shoes,relaxed,hot,business,leather_jacket,0.0
blue,gold,cream,athleisure,graphic_tee,swim_shorts,chunky_sneakers,oversized,mild,gym,suit_jacket,0.5
gold,yellow,brown,vintage,cardigan,shorts,loafers,regular,mild,travel,bomber,0.5
grey,black,olive,old_money,dress_shirt,joggers,running_shoes,oversized,cold,travel,windbreaker,0.5
yellow,burgundy,yellow,vintage,sweater,jeans,chunky_sneakers,relaxed,mild,date,varsity_jacket,0.55
black,silver,beige,gorpcore,hoodie,cargos,loafers,cropped,mild,party,bomber,0.39999999999999997
navy,black,blue,casual,oxford,trousers,derbies,relaxed,warm,gym,blazer,0.0
charcoal,brown,olive,minimal,flannel,pleated_trousers,boots,cropped,warm,business,overcoat,0.5
white,charcoal,burgundy,old_money,sweatshirt,shorts,slides,skinny,warm,party,bomber,0.5
red,green,gold,athleisure,polo,track_pants,boots,slim,freezing,travel,puffer,0.65
green,yellow,brown,casual,overshirt,pleated_trousers,sneakers,regular,freezing,gym,puffer,0.4
beige,brown,gold,formal,overshirt,shorts,boots,skinny,warm,party,none,0.0
charcoal,charcoal,navy,gorpcore,sweater,shorts,sneakers,slim,mild,gym,suit_jacket,0.25
beige,white,cream,streetwear,cardigan,cargos,chelsea_boots,oversized,hot,university,puffer,0.25
navy,gold,cream,vintage,sweatshirt,sweatpants,sandals,relaxed,freezing,club,suit_jacket,0.5
green,black,yellow,athleisure,long_sleeve,chinos,chunky_sneakers,cropped,mild,business,parka,0.5
white,olive,silver,formal,dress_shirt,carpenter_pants,loafers,cropped,hot,date,denim_jacket,0.25
gold,gold,gold,casual,henley,trousers,sneakers,relaxed,hot,party,trench,0.275
olive,grey,green,casual,cardigan,sweatpants,running_shoes,regular,cold,business,blazer,0.0
grey,silver,yellow,casual,overshirt,chinos,loafers,cropped,warm,university,none,0.5
silver,charcoal,yellow,formal,dress_shirt,track_pants,running_shoes,skinny,freezing,travel,suit_jacket,0.0
black,charcoal,green,athleisure,dress_shirt,joggers,sneakers,relaxed,freezing,date,gilet,0.2
grey,red,blue,minimal,oxford,jeans,loafers,oversized,warm,date,puffer,0.5
blue,black,beige,formal,long_sleeve,swim_shorts,loafers,regular,freezing,lounge,gilet,0.0
cream,yellow,beige,old_money,hoodie,pleated_trousers,sneakers,skinny,hot,university,none,0.25
brown,green,green,minimal,sweater,chinos,running_shoes,relaxed,cold,club,overcoat,0.5
blue,burgundy,green,vintage,overshirt,joggers,running_shoes,relaxed,freezing,travel,peacoat,0.5
charcoal,silver,white,minimal,overshirt,shorts,sneakers,slim,hot,lounge,trench,0.25
black,beige,blue,old_money,sweater,swim_shorts,running_shoes,skinny,warm,university,windbreaker,0.5
burgundy,yellow,green,minimal,overshirt,joggers,chelsea_boots,skinny,freezing,university,trench,0.5
olive,cream,navy,streetwear,turtleneck,carpenter_pants,slides,oversized,cold,club,parka,0.5
silver,burgundy,yellow,casual,cardigan,joggers,running_shoes,slim,warm,party,blazer,0.5
green,beige,olive,streetwear,sweatshirt,trousers,slides,regular,freezing,party,puffer,0.65
burgundy,gold,brown,streetwear,polo,cargos,derbies,oversized,freezing,party,blazer,0.5
charcoal,red,burgundy,athleisure,long_sleeve,track_pants,slides,relaxed,warm,party,windbreaker,0.5
burgundy,green,charcoal,streetwear,sweater,swim_shorts,chunky_sneakers,cropped,hot,gym,gilet,0.5
cream,black,beige,streetwear,dress_shirt,swim_shorts,derbies,relaxed,warm,club,none,0.5
grey,gold,black,formal,dress_shirt,shorts,loafers,relaxed,cold,party,overcoat,0.0
green,yellow,burgundy,athleisure,sweater,carpenter_pants,chelsea_boots,skinny,cold,date,blazer,0.4
gold,white,white,casual,tee,track_pants,slides,regular,freezing,gym,leather_jacket,0.25
blue,gold,beige,smart_casual,cardigan,chinos,running_shoes,regular,cold,party,puffer,0.5
brown,cream,charcoal,old_money,overshirt,track_pants,chunky_sneakers,skinny,freezing,university,varsity_jacket,0.5
green,gold,navy,athleisure,sweater,trousers,derbies,slim,hot,club,puffer,0.1
green,yellow,white,old_money,hoodie,track_pants,sneakers,relaxed,warm,date,puffer,0.25
charcoal,green,black,vintage,flannel,track_pants,chelsea_boots,cropped,cold,business,puffer,0.5
blue,grey,burgundy,gorpcore,hoodie,carpenter_pants,chunky_sneakers,relaxed,mild,business,windbreaker,0.05
white,green,silver,streetwear,oxford,pleated_trousers,sandals,cropped,freezing,club,peacoat,0.5
olive,grey,green,casual,turtleneck,shorts,derbies,cropped,freezing,gym,gilet,0.0
yellow,blue,white,formal,sweater,pleated_trousers,chelsea_boots,skinny,mild,club,blazer,0.5
green,burgundy,black,formal,polo,swim_shorts,boots,slim,mild,club,denim_jacket,0.0
olive,cream,navy,gorpcore,dress_shirt,swim_shorts,running_shoes,cropped,hot,travel,parka,0.04999999999999999
white,olive,white,smart_casual,oxford,jeans,sneakers,slim,cold,date,puffer,0.55
yellow,burgundy,olive,gorpcore,sweater,trousers,loafers,slim,warm,lounge,blazer,0.3
silver,brown,cream,gorpcore,turtleneck,cargos,sandals,regular,warm,travel,puffer,0.6
blue,yellow,beige,old_money,flannel,jeans,loafers,relaxed,cold,club,none,0.4
white,yellow,yellow,minimal,dress_shirt,chinos,boots,slim,warm,business,peacoat,0.5
navy,gold,olive,vintage,turtleneck,shorts,slides,relaxed,cold,university,trench,0.5
black,yellow,white,casual,flannel,joggers,sneakers,cropped,cold,travel,gilet,0.5
blue,cream,blue,minimal,sweatshirt,jeans,sneakers,slim,cold,travel,varsity_jacket,0.55
gold,navy,navy,gorpcore,hoodie,track_pants,chelsea_boots,oversized,mild,club,trench,0.5
red,red,beige,casual,long_sleeve,sweatpants,chelsea_boots,slim,freezing,party,denim_jacket,0.5
cream,black,black,old_money,polo,sweatpants,chunky_sneakers,slim,hot,university,puffer,0.0
blue,cream,yellow,casual,hoodie,carpenter_pants,slides,slim,cold,party,denim_jacket,0.5
grey,navy,white,old_money,tee,shorts,boots,regular,hot,gym,leather_jacket,0.0
blue,green,yellow,vintage,hoodie,pleated_trousers,running_shoes,skinny,warm,travel,denim_jacket,0.5
grey,red,olive,formal,turtleneck,carpenter_pants,sneakers,oversized,cold,date,windbreaker,0.5
white,burgundy,olive,smart_casual,flannel,trousers,derbies,slim,hot,date,peacoat,0.25
blue,grey,silver,formal,henley,swim_shorts,derbies,oversized,cold,date,varsity_jacket,0.0
burgundy,yellow,burgundy,vintage,dress_shirt,track_pants,sandals,relaxed,cold,party,overcoat,0.55
blue,brown,brown,minimal,long_sleeve,sweatpants,chelsea_boots,regular,freezing,lounge,blazer,0.5
red,blue,grey,smart_casual,dress_shirt,pleated_trousers,sandals,oversized,hot,date,parka,0.25
brown,navy,red,minimal,henley,track_pants,slides,regular,cold,university,varsity_jacket,0.5
olive,navy,gold,minimal,long_sleeve,pleated_trousers,slides,oversized,freezing,date,gilet,0.2
burgundy,brown,blue,vintage,hoodie,trousers,chunky_sneakers,regular,freezing,lounge,leather_jacket,0.5
olive,cream,black,old_money,polo,sweatpants,boots,regular,warm,party,peacoat,0.25
gold,white,green,minimal,overshirt,swim_shorts,sandals,skinny,hot,date,parka,0.25
red,cream,gold,formal,overshirt,chinos,loafers,skinny,cold,travel,leather_jacket,0.5
black,white,silver,streetwear,polo,track_pants,chelsea_boots,relaxed,freezing,university,puffer,0.65
burgundy,silver,charcoal,athleisure,graphic_tee,track_pants,loafers,slim,cold,business,parka,0.05
charcoal,white,beige,casual,henley,track_pants,derbies,relaxed,warm,university,overcoat,0.5
gold,cream,navy,athleisure,polo,chinos,sandals,skinny,freezing,date,trench,0.4
white,green,charcoal,athleisure,turtleneck,track_pants,slides,cropped,cold,lounge,bomber,0.5
navy,silver,green,old_money,overshirt,track_pants,chunky_sneakers,oversized,freezing,date,blazer,0.5
cream,white,blue,casual,tee,joggers,chelsea_boots,regular,hot,lounge,parka,0.25
grey,red,red,vintage,tee,jeans,chelsea_boots,cropped,mild,gym,overcoat,0.0
beige,charcoal,brown,vintage,overshirt,cargos,chelsea_boots,regular,freezing,club,parka,0.65
cream,brown,blue,formal,turtleneck,chinos,chelsea_boots,regular,cold,university,bomber,0.5
charcoal,brown,burgundy,casual,dress_shirt,carpenter_pants,running_shoes,relaxed,hot,date,suit_jacket,0.25
green,grey,burgundy,vintage,overshirt,pleated_trousers,sneakers,skinny,warm,lounge,none,0.5
burgundy,burgundy,gold,athleisure,hoodie,cargos,sandals,skinny,hot,party,parka,0.15
white,green,white,minimal,oxford,trousers,chelsea_boots,cropped,hot,travel,none,0.55
olive,beige,green,old_money,cardigan,trousers,derbies,cropped,cold,date,windbreaker,0.5
white,burgundy,burgundy,minimal,sweatshirt,shorts,running_shoes,relaxed,hot,lounge,peacoat,0.25
gold,red,red,minimal,graphic_tee,cargos,chunky_sneakers,slim,mild,lounge,overcoat,0.5
burgundy,olive,gold,streetwear,graphic_tee,shorts,running_shoes,slim,warm,university,suit_jacket,0.5
green,olive,beige,athleisure,henley,trousers,loafers,regular,freezing,party,windbreaker,0.35
white,beige,brown,casual,dress_shirt,cargos,chunky_sneakers,skinny,mild,business,gilet,0.0
red,brown,navy,athleisure,dress_shirt,sweatpants,slides,relaxed,freezing,university,parka,0.65
burgundy,brown,olive,smart_casual,long_sleeve,chinos,slides,oversized,cold,party,suit_jacket,0.5
olive,green,blue,minimal,overshirt,jeans,derbies,relaxed,mild,business,bomber,0.5
burgundy,burgundy,navy,smart_casual,sweater,pleated_trousers,boots,cropped,cold,party,gilet,0.5
charcoal,brown,green,gorpcore,henley,cargos,slides,slim,freezing,travel,none,0.30000000000000004
white,burgundy,grey,athleisure,polo,carpenter_pants,derbies,skinny,mild,gym,blazer,0.0
white,white,white,vintage,overshirt,shorts,derbies,cropped,warm,party,peacoat,0.55
silver,olive,beige,gorpcore,sweatshirt,pleated_trousers,slides,slim,hot,party,windbreaker,0.35
black,white,brown,smart_casual,polo,chinos,sandals,skinny,warm,business,denim_jacket,0.0
red,navy,black,smart_casual,sweater,swim_shorts,derbies,cropped,mild,lounge,peacoat,0.5
navy,gold,grey,athleisure,sweater,pleated_trousers,sandals,oversized,mild,date,blazer,0.5
navy,cream,olive,vintage,hoodie,pleated_trousers,boots,cropped,mild,travel,suit_jacket,0.5
blue,blue,black,formal,cardigan,jeans,sneakers,slim,freezing,university,puffer,0.65
blue,cream,gold,vintage,cardigan,chinos,slides,slim,freezing,gym,puffer,0.1
gold,cream,white,gorpcore,sweatshirt,chinos,slides,skinny,hot,travel,puffer,0.35
burgundy,olive,silver,smart_casual,hoodie,track_pants,boots,relaxed,warm,business,parka,0.05
cream,gold,beige,gorpcore,overshirt,jeans,derbies,cropped,cold,business,parka,0.5
beige,green,green,athleisure,hoodie,track_pants,slides,cropped,hot,gym,bomber,0.25
charcoal,yellow,white,formal,long_sleeve,trousers,chunky_sneakers,oversized,freezing,gym,leather_jacket,0.1
grey,white,gold,gorpcore,cardigan,joggers,loafers,relaxed,hot,travel,peacoat,0.04999999999999999
beige,olive,charcoal,vintage,oxford,swim_shorts,boots,cropped,warm,university,none,0.5
white,cream,gold,casual,graphic_tee,jeans,chelsea_boots,slim,mild,travel,bomber,0.5
blue,gold,charcoal,vintage,flannel,trousers,boots,oversized,hot,travel,trench,0.25
black,burgundy,black,minimal,oxford,pleated_trousers,derbies,relaxed,hot,lounge,windbreaker,0.275
white,olive,beige,gorpcore,flannel,jeans,chelsea_boots,regular,warm,business,denim_jacket,0.5
charcoal,red,blue,vintage,hoodie,pleated_trousers,sneakers,slim,freezing,lounge,puffer,0.65
black,red,cream,smart_casual,cardigan,joggers,chelsea_boots,regular,hot,club,suit_jacket,0.25
burgundy,burgundy,charcoal,smart_casual,dress_shirt,swim_shorts,chunky_sneakers,relaxed,mild,business,trench,0.0
beige,silver,blue,old_money,sweatshirt,chinos,loafers,relaxed,warm,lounge,trench,0.5
burgundy,gold,black,athleisure,overshirt,joggers,chelsea_boots,regular,freezing,party,suit_jacket,0.5
silver,olive,olive,formal,cardigan,trousers,chunky_sneakers,relaxed,mild,business,trench,0.5
white,olive,burgundy,streetwear,long_sleeve,jeans,running_shoes,skinny,mild,travel,bomber,0.5
olive,black,beige,smart_casual,overshirt,track_pants,loafers,cropped,cold,travel,suit_jacket,0.5
charcoal,blue,white,casual,sweater,trousers,derbies,slim,mild,party,denim_jacket,0.5
yellow,grey,olive,athleisure,overshirt,trousers,running_shoes,oversized,mild,lounge,none,0.35
gold,gold,charcoal,vintage,oxford,shorts,loafers,cropped,warm,club,windbreaker,0.5
green,gold,red,formal,polo,carpenter_pants,running_shoes,oversized,freezing,travel,denim_jacket,0.0
red,cream,navy,minimal,cardigan,shorts,derbies,oversized,mild,travel,leather_jacket,0.5
blue,green,charcoal,vintage,henley,pleated_trousers,boots,cropped,warm,business,denim_jacket,0.5
navy,silver,burgundy,vintage,cardigan,cargos,sandals,regular,freezing,party,bomber,0.5
silver,silver,grey,streetwear,polo,carpenter_pants,sneakers,slim,freezing,club,trench,0.5
gold,olive,red,gorpcore,turtleneck,joggers,running_shoes,slim,mild,business,suit_jacket,0.0
navy,beige,silver,athleisure,henley,joggers,running_shoes,skinny,cold,travel,blazer,0.4
green,blue,navy,gorpcore,henley,pleated_trousers,chunky_sneakers,skinny,cold,party,windbreaker,0.6
white,charcoal,blue,casual,turtleneck,jeans,running_shoes,oversized,warm,university,puffer,0.5
green,blue,grey,gorpcore,graphic_tee,carpenter_pants,sandals,cropped,hot,business,gilet,0.0
brown,blue,gold,vintage,sweatshirt,chinos,loafers,slim,warm,business,none,0.5
olive,brown,olive,vintage,sweatshirt,trousers,chelsea_boots,slim,hot,lounge,varsity_jacket,0.275
blue,white,cream,casual,graphic_tee,cargos,derbies,slim,hot,party,blazer,0.25
grey,brown,yellow,formal,sweater,sweatpants,running_shoes,relaxed,cold,date,windbreaker,0.0
cream,charcoal,burgundy,athleisure,oxford,carpenter_pants,running_shoes,oversized,freezing,business,trench,0.0
silver,burgundy,white,smart_casual,turtleneck,shorts,running_shoes,oversized,hot,gym,none,0.25
black,white,brown,athleisure,hoodie,joggers,chunky_sneakers,oversized,warm,date,suit_jacket,0.5
beige,green,silver,old_money,oxford,cargos,running_shoes,regular,warm,lounge,gilet,0.25
olive,gold,beige,athleisure,oxford,cargos,boots,oversized,mild,party,windbreaker,0.5
olive,green,brown,streetwear,flannel,carpenter_pants,loafers,regular,cold,party,parka,0.5
beige,white,gold,streetwear,sweatshirt,pleated_trousers,derbies,relaxed,cold,gym,varsity_jacket,0.0
gold,charcoal,blue,old_money,turtleneck,trousers,running_shoes,oversized,warm,gym,leather_jacket,0.1
beige,brown,white,streetwear,hoodie,pleated_trousers,sneakers,skinny,hot,university,parka,0.25
cream,navy,charcoal,streetwear,henley,joggers,sneakers,regular,freezing,business,trench,0.0
gold,burgundy,gold,gorpcore,sweater,pleated_trousers,sneakers,relaxed,hot,party,varsity_jacket,0.275
red,yellow,cream,athleisure,henley,shorts,sandals,slim,mild,party,overcoat,0.5
beige,red,red,smart_casual,dress_shirt,shorts,loafers,slim,cold,club,overcoat,0.5
white,cream,cream,smart_casual,flannel,joggers,sneakers,relaxed,hot,date,suit_jacket,0.25
red,burgundy,white,smart_casual,polo,pleated_trousers,sneakers,regular,mild,lounge,overcoat,0.5
gold,olive,blue,vintage,overshirt,sweatpants,running_shoes,relaxed,hot,gym,blazer,0.0
blue,charcoal,brown,athleisure,tee,joggers,sandals,skinny,hot,date,leather_jacket,0.15
charcoal,brown,beige,athleisure,oxford,joggers,slides,cropped,hot,travel,puffer,0.25
cream,cream,cream,gorpcore,tee,sweatpants,chunky_sneakers,oversized,mild,lounge,peacoat,0.55
beige,green,grey,athleisure,flannel,trousers,sandals,cropped,hot,lounge,puffer,0.1
charcoal,white,silver,smart_casual,graphic_tee,pleated_trousers,chunky_sneakers,skinny,warm,club,leather_jacket,0.5
green,yellow,olive,streetwear,henley,sweatpants,running_shoes,slim,warm,travel,puffer,0.5
yellow,black,burgundy,minimal,oxford,carpenter_pants,sandals,oversized,hot,university,windbreaker,0.25
black,yellow,white,old_money,long_sleeve,joggers,slides,cropped,freezing,university,trench,0.5
green,charcoal,burgundy,formal,flannel,jeans,boots,regular,cold,gym,parka,0.0
navy,cream,red,gorpcore,turtleneck,carpenter_pants,running_shoes,relaxed,freezing,date,overcoat,0.75
olive,charcoal,yellow,streetwear,oxford,pleated_trousers,slides,regular,warm,university,parka,0.5
grey,navy,brown,streetwear,tee,track_pants,loafers,skinny,warm,business,none,0.5
gold,beige,charcoal,minimal,turtleneck,shorts,chelsea_boots,oversized,mild,business,peacoat,0.0
cream,gold,burgundy,casual,graphic_tee,shorts,running_shoes,oversized,cold,gym,overcoat,0.25
gold,olive,charcoal,casual,cardigan,carpenter_pants,loafers,skinny,hot,gym,puffer,0.0
brown,charcoal,burgundy,minimal,hoodie,trousers,loafers,slim,warm,date,peacoat,0.5
red,black,yellow,formal,tee,pleated_trousers,chunky_sneakers,slim,freezing,gym,trench,0.25
yellow,charcoal,green,smart_casual,long_sleeve,shorts,sandals,skinny,mild,travel,denim_jacket,0.5
charcoal,navy,yellow,streetwear,sweatshirt,chinos,chunky_sneakers,oversized,freezing,university,leather_jacket,0.5
red,green,silver,casual,graphic_tee,shorts,running_shoes,regular,warm,gym,windbreaker,0.25
silver,red,silver,streetwear,sweater,chinos,chelsea_boots,oversized,cold,club,blazer,0.55
navy,silver,black,formal,sweatshirt,shorts,derbies,relaxed,hot,club,none,0.0
grey,grey,beige,streetwear,flannel,jeans,boots,slim,cold,date,overcoat,0.5
silver,black,olive,formal,cardigan,joggers,derbies,relaxed,hot,date,varsity_jacket,0.0
black,yellow,gold,vintage,tee,track_pants,slides,relaxed,warm,business,windbreaker,0.0
grey,yellow,yellow,casual,polo,trousers,slides,slim,mild,party,windbreaker,0.5
brown,black,navy,athleisure,long_sleeve,swim_shorts,chelsea_boots,slim,cold,club,gilet,0.5
black,cream,yellow,formal,turtleneck,cargos,slides,cropped,hot,club,overcoat,0.0
navy,olive,white,casual,dress_shirt,pleated_trousers,slides,cropped,cold,date,none,0.5
cream,navy,black,streetwear,polo,pleated_trousers,loafers,cropped,warm,university,windbreaker,0.5
black,navy,beige,casual,overshirt,cargos,loafers,cropped,mild,gym,leather_jacket,0.0
beige,cream,blue,smart_casual,turtleneck,track_pants,chelsea_boots,skinny,warm,date,suit_jacket,0.5
grey,black,burgundy,gorpcore,dress_shirt,track_pants,sneakers,oversized,mild,club,peacoat,0.3
green,grey,cream,gorpcore,tee,track_pants,running_shoes,relaxed,freezing,club,leather_jacket,0.5
olive,black,white,minimal,long_sleeve,joggers,chunky_sneakers,oversized,mild,club,parka,0.5
red,red,black,smart_casual,cardigan,trousers,loafers,relaxed,warm,gym,blazer,0.0
brown,green,charcoal,casual,oxford,jeans,slides,slim,hot,gym,denim_jacket,0.1
silver,brown,yellow,old_money,polo,jeans,chunky_sneakers,skinny,warm,gym,overcoat,0.1
white,beige,yellow,formal,overshirt,chinos,sneakers,regular,mild,lounge,windbreaker,0.5
